,cost,ingredients,level,name,quantity,total_time,type,beurre,oignon,oeuf
402,recipe-infos__level__container--level-1,"[""['4 côte de porc'"", ' ""2cuillère à soupe  d\'huile""', "" '4cuillère à soupe  de miel'"", "" '2cuillère à soupe  de curry'"", "" '1/2 citron']""]",recipe-infos__level__container--level-1,côtes de porc au curry et au miel,4 personnes,00h20,Plat principal,0,,0
403,recipe-infos__level__container--level-1,"[""['1 potimarron'"", "" '4cuillère à soupe  de crème fraîche épaisse'"", "" '150g  de parmesan râpé'"", "" '30g  de beurre'"", "" ' Muscade'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Gratin de potimarron,4 personnes,1h30,Accompagnement,30,,0
404,recipe-infos__level__container--level-2,"[""['450g  de potimarron'"", "" '200g  de sucre'"", ' ""180g  d\'amande""', "" '100g  de beurre'"", "" '4 oeuf'"", "" ' Sucre glace'"", "" ' Beurre']""]",recipe-infos__level__container--level-1,Gateau au potimarron,8 personnes,1h15,Dessert,100,,4
405,recipe-infos__level__container--level-1,"[""['1 pâte brisée'"", "" '2 potimarron'"", "" '4 oeuf'"", "" '25cl  de crème'"", "" ' Parmesan'"", "" ' Muscade'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Tarte au potimarron toute simple,8 personnes,00h55,Entrée,0,,4
406,recipe-infos__level__container--level-1,"[""['1 potimarron'"", "" '4 oeuf'"", "" ' Ciboulette'"", "" ' Poivre'"", "" ' Sel'"", "" ' Huile de tournesol']""]",recipe-infos__level__container--level-1,Galette de potimarron,4 personnes,00h25,Entrée,0,,4
407,recipe-infos__level__container--level-1,"[""['1kg  de potimarron'"", "" '1 oignon'"", "" '1 poireau'"", "" '2 pomme de terre'"", "" '10g  de beurre'"", "" '1cuillère à soupe rase  de sucre'"", "" '50cl  de bouillon de volaille'"", "" '50cl  de lait entier'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Velouté de Potimarron,6 personnes,1h45,Accompagnement,10,Yes,0
408,recipe-infos__level__container--level-1,"[""['1quartier  de potiron'"", "" '1 oignon'"", "" '1 brique'"", "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Huile'"", "" ' Persil']""]",recipe-infos__level__container--level-1,Velouté de potiron,4 personnes,1h15,Entrée,0,Yes,0
409,recipe-infos__level__container--level-1,"[""['350g  de riz'"", "" '500g  de potiron'"", "" '1 oignon blanc'"", "" '1/2 bouillon'"", "" '40g  de beurre'"", "" '1verre  de lait'"", "" ' Parmesan'"", "" '1cuillère  de persil']""]",recipe-infos__level__container--level-1,Risotto au potiron,4 personnes,1h00,Plat principal,40,Yes,0
410,recipe-infos__level__container--level-1,"[""['1kg  de potiron'"", "" '500g  de carotte'"", "" '2 pomme de terre'"", ' ""1gousse  d\'ail""', "" '1 oignon'"", "" '1/2l  de lait'"", "" '1/2l  de bouillon de volaille'"", ' ""1cuillère à soupe  d\'huile d\'olive""', "" ' Persil'"", "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" '10cl  de crème liquide']""]",recipe-infos__level__container--level-1,Velouté de Potiron et Carottes,4 personnes,1h00,Entrée,0,Yes,0
411,recipe-infos__level__container--level-1,"[""['800g  de potiron'"", "" '200g  de lardons'"", "" '5 oignon'"", "" ' Beurre'"", "" ' Châtaigne']""]",recipe-infos__level__container--level-1,Velouté de potiron aux châtaignes,6 personnes,00h40,Entrée,0,Yes,0
412,recipe-infos__level__container--level-3,"[""['500g  de sucre'"", "" '1kg  de prune']""]",recipe-infos__level__container--level-2,Sirop de prunes,1 personnes,2h00,Boisson,0,,0
413,recipe-infos__level__container--level-1,"[""['4 prune'"", ' ""25cl  de jus d\'orange""', "" 'feuille  de menthe'"", "" ' Glaçons']""]",recipe-infos__level__container--level-1,Smoothie aux prunes,3 personnes,00h10,Boisson,0,,0
414,recipe-infos__level__container--level-2,"[""['1.2kg  de prune'"", ' ""10cl  d\'eau""', "" '750g  de sucre']""]",recipe-infos__level__container--level-1,Marmelade de prunes,8 personnes,00h50,Confiserie,0,,0
415,recipe-infos__level__container--level-2,"[""['200g  de farine'"", "" '150g  de sucre'"", "" '4 oeuf'"", "" '2paquet  de sucre vanillé'"", "" '75cl  de lait'"", "" '20 pruneau']""]",recipe-infos__level__container--level-1,Far breton aux pruneaux,6 personnes,00h45,Dessert,0,,4
416,recipe-infos__level__container--level-2,"[""['1 rôti de porc'"", "" '40 pruneau'"", ' ""4gousse  d\'ail""', ' ""1zeste  d\'orange""', "" '20cl  de vin blanc'"", "" '1petit pot  de crème'"", "" '2cuillère à café  de fond de veau'"", "" ' Margarine'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Rôti de porc aux pruneaux,4 personnes,1h30,Plat principal,0,,0
417,recipe-infos__level__container--level-2,"[""['500g  de pruneau'"", "" ' Thé'"", ' ""500g  d\'oignon""', ' "" Huile d\'olive""', ' ""1.5kg  d\'épaule d\'agneau""', ' ""2gousse  d\'ail""', "" '1/2cuillère à café  de cannelle'"", "" '1/2cuillère à café  de gingembre'"", "" '1dosette  de safran'"", "" 'grain  de coriandre'"", ' ""100g  d\'amande""', "" '3cuillère à soupe  de miel']""]",recipe-infos__level__container--level-2,Tajine d'agneau aux pruneaux,6 personnes,1h20,Plat principal,0,Yes,0
418,recipe-infos__level__container--level-1,"[""['100g  de beurre'"", "" '5 radis'"", "" '5 radis']""]",recipe-infos__level__container--level-1,Beurre de radis,4 personnes,00h5,Amuse-gueule,100,,0
419,recipe-infos__level__container--level-2,"['[""800g  d\'épaule de veau""', "" '1botte  de radis'"", "" '1 oignon'"", "" '1verre  de vin blanc'"", "" ' Beurre']""]",recipe-infos__level__container--level-2,Veau aux Radis,4 personnes,1h20,Plat principal,0,Yes,0
420,recipe-infos__level__container--level-1,"[""['1botte  de radis'"", "" '1 tomate'"", "" '3cuillère à soupe  de crème fraîche'"", "" '100g  de lardons'"", "" ' Poivre'"", "" ' Sel'"", "" '1cuillère à café  de vinaigre balsamique'"", ' ""1cuillère à café  d\'huile d\'olive""]']",recipe-infos__level__container--level-1,Rafraichissant de radis,2 personnes,00h10,Entrée,0,,0
421,recipe-infos__level__container--level-2,"[""['1botte  de radis'"", ' ""20g  d\'oseille""', "" '2 tomate'"", "" '50g  de chapelure'"", ' ""50cl  d\'eau""', "" '15cl  de crème fraîche liquide'"", "" ' Sel'"", "" ' Poivre'"", ' "" Piment d\'Espelette""', "" ' Estragon']""]",recipe-infos__level__container--level-1,Verrine de radis,4 personnes,00h15,Entrée,0,,0
422,recipe-infos__level__container--level-1,"[""['1botte  de radis'"", "" ' Huile'"", "" '4cuillère à soupe  de vinaigre'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Radis à l'huile,4 personnes,00h5,Entrée,0,,0
423,recipe-infos__level__container--level-1,"[""[' Raisins secs'"", "" ' Rhum'"", "" ' Vanille']""]",recipe-infos__level__container--level-1,raisins au rhum,4 personnes,00h5,Confiserie,0,,0
424,recipe-infos__level__container--level-3,"[""['600g  de raisin'"", "" '2 oeuf'"", "" '80g  de sucre'"", "" '1cuillère à café  de cannelle'"", ' ""1cuillère à soupe  d\'eau de fleur d\'oranger""]']",recipe-infos__level__container--level-1,Gratin de raisins,4 personnes,00h27,Dessert,0,,2
425,recipe-infos__level__container--level-1,"[""['600g  de raisin'"", "" '200g  de sucre']""]",recipe-infos__level__container--level-1,Gelée de raisin facile,1 personnes,00h35,Confiserie,0,,0
426,recipe-infos__level__container--level-1,"[""['75g  de farine'"", "" '1 oeuf'"", "" '60g  de beurre'"", "" '60g  de sucre'"", "" '25g  de raisins secs'"", "" '10cl  de rhum']""]",recipe-infos__level__container--level-1,Palets aux raisins,4 personnes,00h25,Dessert,60,,1
427,recipe-infos__level__container--level-1,"[""['120g  de farine'"", "" '50g  de beurre'"", "" '150g  de sucre en poudre'"", "" '1sachet  de levure chimique'"", "" '3cuillère à soupe  de lait'"", "" '3 oeuf'"", ' ""1/4l  d\'eau""', "" '1/4l  de sirop'"", "" '10cl  de rhum']""]",recipe-infos__level__container--level-1,Baba au rhum express,1 personnes,00h45,Dessert,50,,3
428,recipe-infos__level__container--level-1,"[""[' Raisins secs'"", "" ' Rhum'"", "" ' Vanille']""]",recipe-infos__level__container--level-1,raisins au rhum,4 personnes,00h5,Confiserie,0,,0
429,recipe-infos__level__container--level-1,"[""['4 oeuf'"", "" '75g  de sucre en poudre'"", "" '100g  de noix de coco'"", "" '2cuillère à soupe  de rhum'"", ' ""4cuillère à soupe  d\'eau""]']",recipe-infos__level__container--level-1,Mousse au rhum,4 personnes,00h30,Dessert,0,,4
430,recipe-infos__level__container--level-1,"[""['115g  de beurre'"", "" '285g  de farine'"", "" '1sachet  de levure chimique'"", "" '85g  de sucre en poudre'"", "" '4g  de cassonade'"", "" '2 oeuf'"", "" '220ml  de lait'"", "" '1pincée  de sel'"", "" '2cuillère à soupe  de rhum']""]",recipe-infos__level__container--level-1,Muffins au rhum,12 personnes,00h40,Dessert,115,,2
431,recipe-infos__level__container--level-3,"[""['50g  de raisins secs'"", "" '15cl  de rhum'"", "" '220g  de farine'"", "" '1cuillère à soupe  de sucre en poudre'"", "" '1pincée  de sel'"", "" '1/2sachet  de levure'"", "" '3 oeuf'"", "" '25g  de beurre'"", "" '220g  de sucre en poudre'"", "" '1 citron']""]",recipe-infos__level__container--level-2,Babas au rhum,12 personnes,00h35,Dessert,25,,3
432,recipe-infos__level__container--level-1,"[""['1l  de lait'"", "" '100g  de sucre'"", "" '100g  de riz rond'"", "" ' Vanille']""]",recipe-infos__level__container--level-1,Riz au lait cuit au four,8 personnes,2h05,Dessert,0,,0
433,recipe-infos__level__container--level-2,"[""['1 filet mignon'"", "" '3 oignon'"", "" '300g  de champignon'"", "" '1bocal  de tomate'"", "" '1pot  de crème fraîche'"", "" '1/2bouteille  de cidre'"", "" '60g  de beurre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Filet mignon rôti au cidre,4 personnes,1h40,Plat principal,60,Yes,0
434,recipe-infos__level__container--level-2,"[""['1 rôti de porc'"", ' ""3/4gousse  d\'ail""', "" ' Moutarde de dijon'"", "" '10 échalote'"", "" ' Poivre'"", "" ' Sel'"", "" ' Crème']""]",recipe-infos__level__container--level-1,Rôti de porc de Dijon,6 personnes,1h30,Plat principal,0,,0
435,recipe-infos__level__container--level-1,"[""['1kg  de rôti de porc'"", "" '10tranche  de fromage'"", "" '10tranche  de bacon'"", "" '25cl  de crème fraîche']""]",recipe-infos__level__container--level-1,Rôti de porc Orloff,6 personnes,1h10,Plat principal,0,,0
436,recipe-infos__level__container--level-2,"[""['800g  de boeuf'"", "" '1rouleau  de pâte feuilletée'"", "" '300g  de champignon de Paris'"", ' ""1 jaune d\'oeuf""', "" '1/2 citron'"", "" '1/2bouquet  de persil'"", ' ""1 jaune d\'oeuf""', "" '1cuillère à soupe  de farine'"", "" '4cuillère à soupe  de lait'"", "" '1cuillère à soupe  de crème fraîche'"", "" '30g  de beurre'"", ' ""4cuillère à soupe  d\'huile""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Rôti de boeuf en croûte,4 personnes,1h00,Plat principal,30,,1
437,recipe-infos__level__container--level-1,"[""['500g  de rhubarbe'"", "" '50g  de fructose'"", "" '25cl  de crème liquide']""]",recipe-infos__level__container--level-1,Rapide de rhubarbe,4 personnes,00h25,Dessert,0,,0
438,recipe-infos__level__container--level-1,"[""['500g  de rhubarbe'"", "" '100g  de beurre'"", "" '150g  de sucre'"", "" '3 oeuf'"", "" '1pincée  de sel'"", "" '200g  de farine'"", "" '1sachet  de sucre vanillé'"", "" '1/2paquet  de poudre à lever']""]",recipe-infos__level__container--level-1,Cake à la rhubarbe,6 personnes,1h30,Dessert,100,,3
439,recipe-infos__level__container--level-3,"[""['500g  de rhubarbe'"", "" '150g  de sucre'"", "" '60g  de farine'"", "" '3 oeuf'"", "" '200g  de crème épaisse'"", "" '20cl  de lait'"", "" '1gousse  de vanille'"", "" '1cuillère à soupe  de sucre glace'"", "" '1/2cuillère à café  de cannelle'"", "" '1pincée  de sel'"", "" '10g  de beurre'"", "" '2cuillère à café  de sucre']""]",recipe-infos__level__container--level-2,Clafoutis à la rhubarbe,6 personnes,00h50,Dessert,10,,3
440,recipe-infos__level__container--level-1,"[""['1 salade'"", "" '400g  de lardons'"", "" '3 oignon'"", "" '4 oeuf'"", "" '200g  de mozzarella'"", "" '1petite boîte  de maïs'"", "" '1 poivron rouge'"", "" ' Dés de jambon'"", "" 'copeau  de parmesan']""]",recipe-infos__level__container--level-1,Salade d'été,6 personnes,00h30,Accompagnement,0,Yes,4
441,recipe-infos__level__container--level-2,"[""['160g  de riz'"", "" '160g  de thon'"", "" '160g  de crevette rose'"", "" '16 surimi'"", "" '16 olive verte'"", "" '8 tomate'"", "" '2 concombre']""]",recipe-infos__level__container--level-1,Salade de l'été,8 personnes,00h25,Entrée,0,,0
442,recipe-infos__level__container--level-1,"[""['1 avocat'"", "" '180g  de miette de crabe'"", "" '125g  de mozzarella'"", "" '1 salade'"", "" '2 tomate']""]",recipe-infos__level__container--level-2,Salade de l'été,4 personnes,00h15,Entrée,0,,0
443,recipe-infos__level__container--level-1,"['[""12cuillère à soupe  d\'huile d\'olive""', ' ""2gousse  d\'ail""', "" '1bouquet  de basilic'"", "" '2branche  de thym']""]",recipe-infos__level__container--level-1,Sauce d'été,6 personnes,00h10,Sauce,0,,0
444,recipe-infos__level__container--level-2,"[""['250g  de lentilles verte'"", "" '4 saucisse'"", "" ' Oignon blanc'"", "" '1 carotte'"", "" '100g  de lardons fumés'"", "" '1 bouquet garni']""]",recipe-infos__level__container--level-1,Saucisses aux lentilles,4 personnes,00h55,Plat principal,0,,0
445,recipe-infos__level__container--level-1,"[""['180g  de chocolat noir'"", "" '100g  de beurre'"", "" '100g  de sucre glace'"", "" '1 oeuf'"", "" '8 chamallow'"", "" '150g  de petit beurre'"", "" ' Noix de coco rapée']""]",recipe-infos__level__container--level-1,Vrai faux saucisson au chocolat,8 personnes,00h15,Dessert,150,,1
446,recipe-infos__level__container--level-1,"[""['1 saucisson'"", "" '3 oeuf'"", "" '200g  de farine'"", "" '1sachet  de levure chimique'"", "" '15cl  de crème fraîche épaisse'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Saucisson brioché facile et rapide,6 personnes,00h50,Plat principal,0,,3
447,recipe-infos__level__container--level-2,"[""['250g  de farine'"", "" '1paquet  de levure'"", "" '200g  de crème fraîche'"", "" '3 oeuf'"", ' ""1 saucisson à l\'ail""]']",recipe-infos__level__container--level-2,Saucisson en brioche,6 personnes,00h45,Entrée,0,,3
448,recipe-infos__level__container--level-2,"[""['200g  de chocolat'"", "" '100g  de beurre'"", "" '100g  de sucre glace'"", "" '1 oeuf'"", "" '150g  de spéculoos']""]",recipe-infos__level__container--level-2,Saucisson aux spéculoos,1 personnes,00h15,Confiserie,100,,1
449,recipe-infos__level__container--level-1,"[""['200g  de biscuit'"", "" '100g  de beurre'"", "" '3cl  de rhum'"", "" '1grand verre  de cacao'"", "" '50 fruits secs']""]",recipe-infos__level__container--level-1,Saucisson au chocolat facile,8 personnes,00h20,Dessert,100,,0
450,recipe-infos__level__container--level-1,"[""['4feuille  de brick'"", "" '4portion  de saumon frais'"", "" '4tranche  de saumon fumé'"", ' ""1sachet  d\'oseille""', "" '1petit pot  de crème fraîche'"", "" ' Sel'"", "" ' Beurre']""]",recipe-infos__level__container--level-1,Aumonières de saumon,4 personnes,00h45,Entrée,0,,0
451,recipe-infos__level__container--level-1,"[""['4pavé  de saumon frais'"", "" '5 échalote'"", "" '2cuillère à soupe  de crème fraîche'"", "" '4cuillère à soupe  de vinaigre balsamique'"", "" '1pointe  de moutarde'"", "" '1noisette  de beurre'"", "" ' Sel'"", "" ' Eau']""]",recipe-infos__level__container--level-1,Saumon à l'échalote,4 personnes,00h25,Plat principal,1,,0
452,recipe-infos__level__container--level-1,"[""['4 yaourt'"", "" '200cl  de lait de soja'"", ' ""1cuillère à soupe  d\'eau de fleur d\'oranger""', "" '1cuillère à café  de cannelle'"", "" '4feuille  de menthe'"", "" '1petit morceau  de gingembre']""]",recipe-infos__level__container--level-1,Lassi au soja,4 personnes,00h5,Dessert,0,,0
453,recipe-infos__level__container--level-1,"[""['2 filet de poulet'"", "" '1bocal  de germes de soja'"", "" '1 échalote'"", "" '1 bouillon'"", ' ""1cuillère à café  d\'huile de tournesol""]']",recipe-infos__level__container--level-1,Poulet au soja,2 personnes,00h45,Plat principal,0,,0
454,recipe-infos__level__container--level-2,"[""[' Soja'"", "" ' Eau'"", "" ' Sucre en poudre']""]",recipe-infos__level__container--level-1,Lait de soja,5 personnes,00h16,Boisson,0,,0
455,recipe-infos__level__container--level-1,"[""['50g  de margarine'"", "" '50g  de farine'"", "" '50cl  de lait de soja'"", "" '1/2paquet  de lasagnes'"", "" '75cl  de purée de tomate'"", "" '125g  de protéine de soja'"", "" '100g  de petit pois'"", "" '1 carotte'"", "" '1 oignon'"", ' ""1gousse  d\'ail""', "" ' Huile'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Lasagnes au soja,6 personnes,1h00,Plat principal,0,Yes,0
456,recipe-infos__level__container--level-2,"[""['4 oeuf'"", "" '500g  de mascarpone'"", "" '200g  de spéculoos'"", "" '200g  de sucre'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Glace aux spéculos et mascarpone,6 personnes,00h15,Dessert,0,,4
457,recipe-infos__level__container--level-2,"[""['4 poire'"", "" '6 biscuit'"", "" '50cl  de lait'"", "" '20g  de lait en poudre'"", "" '1cuillère à café  de sucre vanillé'"", "" '50g  de sucre'"", "" '10g  de beurre'"", "" '1sachet  de yaourt']""]",recipe-infos__level__container--level-1,Yaourts aux poires et spéculos,6 personnes,8h10,Dessert,10,,0
458,recipe-infos__level__container--level-2,"[""['200g  de fromage frais'"", "" '150g  de nutella'"", "" '125g  de spéculoos'"", "" '50g  de sucre'"", "" '50g  de beurre'"", "" '2 oeuf'"", "" '2cuillère à soupe  de cacao']""]",recipe-infos__level__container--level-1,Cheesecake speculos Nutella,5 personnes,00h50,Dessert,50,,2
459,recipe-infos__level__container--level-2,"[""['1kg  de mascarpone'"", "" '1sachet  de spéculoos'"", "" ' Coulis'"", "" '1paquet  de framboise'"", "" '3 oeuf'"", "" ' Sucre']""]",recipe-infos__level__container--level-2,Verrine de mascarpone framboises et spéculos,10 personnes,00h30,Dessert,0,,3
460,recipe-infos__level__container--level-2,"[""['250g  de mascarpone'"", "" '2 oeuf'"", "" '50g  de sucre'"", "" '14 spéculoos'"", "" ' Beurre'"", "" '1petite boîte  de poire'"", "" '2cuillère à soupe  de sucre']""]",recipe-infos__level__container--level-1,Poires caramélisées à la crème de spéculos,4 personnes,00h35,Dessert,0,,2
461,recipe-infos__level__container--level-1,"[""['150g  de farine'"", "" '1sachet  de levure chimique'"", "" '3 oeuf'"", "" '1grosse boîte  de thon'"", "" '100g  de gruyère râpé'"", "" '10cl  de lait'"", ' ""10cl  d\'huile""', "" '1pincée  de poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Cake au thon rapide,6 personnes,00h55,Entrée,0,,3
462,recipe-infos__level__container--level-1,"[""['1 pâte feuilletée'"", "" '1boîte  de thon'"", "" '2 tomate'"", "" ' Gruyère'"", "" '4 oeuf'"", "" '1/2pot  de crème fraîche'"", "" ' Moutarde'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Quiche au thon,6 personnes,00h30,Entrée,0,,4
463,recipe-infos__level__container--level-2,"[""['4 cuisse de poulet'"", "" '2 oignon'"", "" '2 poivron vert'"", "" '8 tomate séchée'"", ' "" Huile d\'olive""', "" ' Miel'"", "" '6branche  de thym'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Cuisses de poulet caramélisées au thym,4 personnes,1h15,Plat principal,0,Yes,0
464,recipe-infos__level__container--level-1,"[""['1botte  de thym'"", "" '1kg  de gelsuc']""]",recipe-infos__level__container--level-1,Gelée de thym,4 personnes,00h42,Confiserie,0,,0
465,recipe-infos__level__container--level-2,"[""['1 lapin'"", ' ""6cuillère à soupe  d\'huile""', "" '1gros bouquet  de thym'"", ' ""1gousse  d\'ail""', "" '40g  de beurre'"", "" '15cl  de vin blanc'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Lapin au thym,4 personnes,1h00,Plat principal,40,,0
466,recipe-infos__level__container--level-1,"[""['1bouquet  de thym'"", "" '1/2verre  de vin blanc'"", "" '15cl  de crème fraîche'"", "" '1noisette  de beurre']""]",recipe-infos__level__container--level-1,Sauce au thym,4 personnes,00h25,Sauce,1,,0
467,recipe-infos__level__container--level-1,"[""['4 oeuf'"", "" '3branche  de thym']""]",recipe-infos__level__container--level-1,Omelette au thym,3 personnes,00h7,Plat principal,0,,4
468,recipe-infos__level__container--level-1,"[""['500g  de chair à saucisse'"", "" '4 tomate'"", "" '3 oignon'"", ' ""2gousse  d\'ail""', "" ' Thym'"", "" ' Persil'"", "" ' Beurre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Tomates farcies facile,4 personnes,1h20,Plat principal,0,Yes,0
469,recipe-infos__level__container--level-1,"[""['1 pâte feuilletée'"", "" '8tranche  de fromage à raclette'"", "" '8 tomate'"", "" ' Moutarde'"", "" ' Herbes de Provence']""]",recipe-infos__level__container--level-1,Tarte à la tomate rapide,4 personnes,00h40,Entrée,0,,0
470,recipe-infos__level__container--level-2,"[""['400g  de topinambour'"", "" '400g  de pomme de terre'"", "" '10cl  de crème liquide'"", "" ' Chapelure'"", "" ' Gruyère râpé']""]",recipe-infos__level__container--level-1,Gratin de topinambours facile,2 personnes,00h40,Accompagnement,0,,0
471,recipe-infos__level__container--level-1,"[""['1kg  de topinambour'"", "" '1 cube de bouillon'"", "" ' Crème liquide'"", "" ' Poivre'"", "" ' Sel'"", ' ""250g  de pointe d\'asperge""]']",recipe-infos__level__container--level-2,Velouté de topinambour,4 personnes,00h55,Entrée,0,,0
472,recipe-infos__level__container--level-2,"[""['1rouleau  de pâte feuilletée'"", "" '4 topinambour'"", "" '2 pomme de terre'"", "" '1 oignon'"", "" '3tranche  de jambon'"", "" '100g  de gruyère'"", "" '50g  de beurre'"", "" '2grosse cuillère à soupe  de farine'"", "" '40cl  de lait'"", "" ' Ail'"", "" ' Curcuma'"", "" ' Sel'"", "" ' Poivre'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Quiche aux topinambours,6 personnes,00h55,Entrée,50,Yes,0
473,recipe-infos__level__container--level-1,"[""['7 topinambour'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Chips de topinambours,4 personnes,00h25,Amuse-gueule,0,,0
474,recipe-infos__level__container--level-2,"[""['10 topinambour'"", "" '1 échalote'"", "" '1 oeuf'"", "" '2cuillère à soupe  de farine'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Rösti de topinambours,4 personnes,00h40,Accompagnement,0,,1
475,recipe-infos__level__container--level-1,"[""['250g  de chocolat noir'"", "" '100g  de beurre'"", ' ""2 jaune d\'oeuf""', "" '7.5g  de sucre vanillé'"", "" '80g  de sucre glace'"", "" '50g  de cacao']""]",recipe-infos__level__container--level-2,Truffes au chocolat,4 personnes,00h30,Confiserie,100,,2
476,recipe-infos__level__container--level-1,"[""['125g  de beurre'"", "" '125g  de sucre en poudre'"", "" '200g  de chocolat noir'"", "" '3 oeuf'"", "" '40g  de farine']""]",recipe-infos__level__container--level-1,Truffe géante de la mère Anne,6 personnes,00h22,Dessert,125,,3
477,recipe-infos__level__container--level-1,['[]'],recipe-infos__level__container--level-3,conservation des truffes,1 personnes,00h10,Conseil,0,,0
478,recipe-infos__level__container--level-1,"[""['4 paupiette'"", ' ""1gousse  d\'ail""', ' ""1cuillère à soupe  d\'huile d\'olive""', "" '2cuillère à soupe  de fond de veau'"", "" '12.5cl  de vin blanc'"", ' ""12.5cl  d\'eau""', "" '1cuillère à soupe  de moutarde'"", "" '1cuillère à soupe  de vinaigre balsamique']""]",recipe-infos__level__container--level-1,Paupiettes de veau,2 personnes,00h45,Plat principal,0,,0
479,recipe-infos__level__container--level-2,"[""['1 paupiette'"", "" '1verre  de cognac'"", "" '25cl  de vin blanc'"", "" '2 échalote'"", "" '50g  de champignon de Paris'"", "" ' Fond de veau'"", "" '15cl  de crème fraîche'"", "" ' Huile'"", "" ' Poivre']""]",recipe-infos__level__container--level-2,Paupiettes de veau flambées au Cognac,4 personnes,00h50,Plat principal,0,,0
480,recipe-infos__level__container--level-2,"[""['1.2kg  de veau'"", "" '1 veau'"", "" '1 bouquet garni'"", "" '2 carotte'"", "" '1 oignon'"", "" ' Citron'"", "" '2cuillère à soupe  de farine'"", "" '2cuillère à soupe  de beurre'"", "" '50cl  de crème fraîche'"", ' ""1 jaune d\'oeuf""', "" ' Gros sel']""]",recipe-infos__level__container--level-2,Blanquette de veau de la Baronne,6 personnes,2h20,Plat principal,2,Yes,1
481,recipe-infos__level__container--level-1,"[""['150g  de sucre'"", "" '3 oeuf'"", ' ""10cl  d\'huile de tournesol""', "" '1 yaourt nature'"", "" '200g  de farine'"", "" '1sachet  de levure chimique']""]",recipe-infos__level__container--level-1,Gâteau au yaourt simple,8 personnes,00h55,Dessert,0,,3
